ListingKey	Category	APR
9F093600566535898C6C1B4	1	30.13%
58D135989206590619D4AD8	1	22.77%
13EB360027828293726F4D0	1	8.50%
BBD53599238549674F4C050	1	18.56%
BDED360150862809192005B	1	17.61%
741A359924307312690787F	1	14.15%
9F253600349378923BDC2CD	1	11.56%
C7633602857112442AFF7E2	1	22.81%
135A35982278677591ADD09	1	20.35%
2F4736000418086130AC719	1	25.56%
2FD7360192267450249D5F7	1	18.01%
65FC36001225428459B3E91	1	21.65%
13F53599704750229000553	1	20.52%
07A23600386488981B17579	1	18.91%
C77F36005684782615819FD	6	24.86%
3504360284611448859F0B7	19	26.38%
2FDF35998017247433C3FAA	1	20.22%
F1AE3602821073588FE4202	1	27.34%
EF1B360093518673732FDF7	1	23.13%
BCC03598191427446BD01F7	1	15.02%
5BB635998447440155955EA	15	16.32%
07E83600832378776047756	3	23.44%
2F6436053969999395E7B78	1	17.80%
2F753599052582528F5740D	1	18.20%
EF243599966653595A499DE	15	14.75%
EF313600602596873C98684	1	32.45%
BBFA3601206528444868802	1	17.69%
58AF36010346909280F983E	1	22.97%
58C73602611727819590F6A	1	25.08%
C2B736032945640836E7A11	15	22.97%
07EC3600512632736EDF2F9	1	19.50%
815C3599834250103BE1AD2	7	30.13%
B66236031470475508F505A	1	21.64%
1.41E+81	1	14.71%
1.42236E+22	1	9.43%
145B3601099117781445404	1	22.15%
B4C73598186220254B989B1	1	17.15%
618636032381677501D18BF	1	8.53%
CB703603102054500E7C4E2	1	8.53%
CB8535981969450858B27BC	1	26.49%
01563600258272652DD6B14	1	15.84%
6A863599356464980459000	1	21.34%
CBC8359932418452512D55D	1	15.22%
BDD136029964957199A9753	15	6.73%
BDD536042790985717E24EA	1	18.16%
34C83601210856417532474	1	14.45%
626A36014552074587902CF	1	26.49%
6B42360067940123551213F	1	27.78%
A0B636005881458315EF076	1	14.15%
01AD3599657679677813759	1	12.08%
35893601131581221EFFE2A	1	9.07%
744F3601440588298D71AE3	1	23.44%
14323601165982242D15480	1	13.19%
CC383603118938074564A93	6	13.84%
C1093604073761019C4686A	18	14.85%
6B623602701230833885196	1	9.07%
569236012831029374EA9C5	1	32.49%
78F6359873031800652C5B4	1	15.84%
01DE36029573144777C1FB7	13	9.47%
BC5936019024954629B3A27	1	19.03%
BC643600269751287AF145B	1	15.43%
748A3602213249291D3CC3E	2	22.81%
74BF360347890030711D2DD	3	26.19%
4EB73604921305879B6FCBE	8	19.03%
CC7C3599046298914A56031	1	28.85%
CC7F3602361136645E625D8	1	23.89%
C14B3601197710431B6138E	3	16.73%
7910359876194657135E945	1	18.28%
D8F2360084650381023DF17	1	18.28%
CC9C3602332476205695651	1	13.84%
C1773602711744591C78160	1	15.26%
35163600964290414C39E28	13	12.69%
2BE93600386367076EA54CC	1	19.50%
4.66336E+22	1	18.43%
B4133600150392951BED8F1	14	19.22%
6CE9360428744343269E244	1	26.82%
010D36032909352730D8BD0	19	7.65%
364A36021071412656F9682	1	20.35%
FFF53601638955952DE6DC8	1	16.77%
A9E33601467194080D8E392	1	15.22%
AA003603297854351E5C55E	1	19.74%
6FAC3598303445580E82E2E	1	20.04%
6FBD3600603147280461125	1	18.28%
122A3599762431160C1C04B	13	15.43%
B4C43599860113362ED054E	1	17.97%
C1B13601083750175F8ED00	7	22.55%
4F4A3604025932252D05703	1	15.45%
2C0D3599326614827564AA7	1	12.11%
6D17360336472095935F066	1	19.14%
5BE23601383508130E270C3	1	13.19%
5BFA36003125234996FCCD3	1	18.63%
5BFB35995430072711068E6	1	22.77%
01163604029146842E28D9C	1	31.98%
012D3600826012079890DAB	1	18.91%
15423598883318630B71408	1	26.86%
14423602914551726A47938	1	20.97%
B537360102462283772E715	1	22.14%
7A263602372352811D01BA6	1	21.17%
C1BE3602489978123825D26	1	17.19%
C1CF36006778018112157FE	7	9.03%
01413599265433729F4E33A	1	20.52%
36B93600224293978DC61A9	2	14.21%
EF5B360387313968599EA8E	1	21.35%
45C1360002690070453A495	1	17.65%
7A3936031429879987D3547	1	13.86%
C1DB36003920478743CB01F	1	24.56%
905D3603723183576CE3FD4	1	18.31%
CFF93601499552919A38D03	1	14.71%
D00135987694853308C30B4	1	17.15%
150C36020608311766A79D2	1	31.71%
6DC536027535454565F853B	1	15.02%
2CD93602206010864658667	1	6.73%
EF843600634662785094D8A	1	17.15%
67323602425301564834D22	2	23.27%
7CFF3603256640249F784D4	7	19.03%
7D0236013904440581D6D35	1	9.43%
16D636002742848615C17AB	1	16.30%
012035991120713653D5BBD	2	9.43%
32B43602886836192A26989	2	20.56%
BF62360237736075128B23E	1	14.24%
BF643602762497187CA1189	1	21.64%
B3713599476337763AD0FB1	3	20.35%
16E83604927738286CE6D88	3	24.81%
171035983167573519A995A	1	19.22%
5CA93600973949184007C57	1	14.71%
5CBE3600943998853B8CC12	1	12.12%
8142359968381628718D403	1	17.69%
01473601790989019D19A58	1	22.81%
62B336017730656759475A1	1	25.56%
C5FD3604316868631D131E6	1	11.55%
B75536031538896629167A9	1	9.47%
B75C3602390469239E082EA	1	23.48%
BC62360377997116157B363	1	17.14%
BC6636025095541391BA1A0	1	20.93%
2CBD3603755977236280D60	15	14.94%
16273602775335099EC2FB2	1	9.07%
14FF3603105993188C1FD62	1	20.68%
0151360078555010865F8D7	1	12.08%
015F35996660403763E54B2	14	18.56%
3.31736E+22	1	14.66%
6BB03603140741762BC8766	1	20.32%
151035991216200907129D0	1	20.52%
151C3599731671306174537	1	13.64%
77E936000878225713961E5	6	32.45%
2CD1360416468049731D2F8	14	14.45%
34A43601779749538112672	1	12.12%
A2023600500692087245571	15	20.35%
15EE36016615209216208D4	1	20.05%
15FD3598544141186AD0EB7	11	32.45%
C3803602730186927813B81	1	22.81%
C38E3603109514331954F5F	1	14.45%
BA5C360327272400900FBC8	1	7.96%
7A7E3602793068528843E94	1	24.88%
34CE36005525665195E329D	1	19.50%
34E336019989165832192F1	1	22.51%
F31C35997057761568BEB0E	1	22.11%
704A3601330838325EDB6E9	1	24.56%
598735980910608443CB673	1	18.28%
15693598013405951CDDAD5	1	16.30%
15843602788394728C7AFFA	7	20.37%
33B2359910564189028AEB8	1	14.21%
83AD36004890485441CAEF5	3	14.71%
BD303598852667395BF7AFD	1	14.71%
BA933603702583796D22188	1	29.46%
BAAA3599788911412D21448	1	15.43%
BAB3360234733141508379D	1	11.56%
1305360392616277422AE62	6	9.47%
7AA03600118118418AD4BF8	14	16.30%
FC9F3602043286654812834	1	21.86%
9F6F36021550443533B07ED	1	23.48%
9FF03598642504539C44728	1	8.50%
2E943602382148369505038	1	8.53%
2EA43603389256619871CA8	1	18.73%
B5F03600860498341739AB3	1	18.28%
FCC73600273977642DB2861	2	9.43%
BE4236013931314188B8311	1	14.24%
33EE359995783876866031A	1	16.97%
63EF360103454780765A88E	1	8.50%
CD0A3599754681936490D2C	1	15.22%
A3B4360104936700206F894	1	16.97%
BE3036050465069623F00DD	1	20.46%
B62B36004968314776F1E9A	1	12.69%
7E463599223187110113FCA	1	16.66%
679035990988725490727D2	1	15.43%
67953600114308986DAD632	1	14.85%
3.11236E+22	1	20.87%
93C93600761482837F6AA4D	7	24.56%
BE703600751357326733133	1	21.65%
737E3599901901425171F03	15	23.44%
3.38436E+22	7	19.50%
5CCC3599533295738872A58	1	18.28%
67BE3599208492943330BDD	1	20.35%
5A4F3599694482881AF7E21	1	22.47%
7076359976438708019531C	1	15.82%
59CB360074072142124818F	1	20.35%
BFA33600855474087A0FA74	7	9.03%
14B836018771415397137EF	1	16.69%
BEC636042052581828B114B	1	19.14%
739B35990904681888729CD	1	18.28%
3.11536E+22	13	27.82%
33AF3602323056318EFF8A0	1	11.55%
7B9E3601938057677322B17	1	14.66%
5A5D3599732765424359D89	1	21.34%
633C360198446905252F527	1	15.26%
BE7D3599562507108337F9B	1	25.28%
BEAD36017088871320A050A	1	9.03%
336036015226045564EA4F6	1	21.34%
59DD3605004293697C27EAE	18	20.87%
BB4C3600049856673EEE383	7	9.03%
2FC2360400623545541F25B	1	20.87%
33D7360351875989169A360	1	17.19%
33F336030334573640067DA	1	24.09%
A0073602742772396C64975	1	22.17%
A03B36012041365232A6E22	7	18.63%
33993599732141161EB3600	1	33.20%
167336002239794179233FB	3	15.84%
13F13599446751318DCB9AF	1	17.71%
46C5360291574794485B0D3	13	18.67%
67CE3599656620249BD2042	1	15.22%
C09B3598577881067A2F3C2	1	15.22%
2FF6360375950452370A8A6	1	20.68%
6C4E3600606997435B67DF6	13	20.04%
6C6536032987855543FB0E8	19	23.38%
A04436018545533014FA015	1	19.50%
A04A3599053268061686F22	1	13.64%
140E3601246691129D2E22A	7	9.43%
5A873603283207898567D6B	1	21.86%
5A8E3603550729146BF7137	13	15.26%
C38D35991134515473BF780	1	22.77%
302C3599532915136F91567	1	15.02%
2ED43604748979191D1D39A	6	15.85%
BEDD3601752910463758B5C	7	14.71%
BF08359823660552697535A	1	20.52%
37FA3601127521013232766	1	12.69%
160436034942542121FE746	1	20.05%
57D536027785638668D5472	1	17.80%
4714359951252916685FCAD	1	27.78%
2EBD3599750541751F93A23	1	20.81%
A3CD3603314870351329540	18	21.38%
A3D335985119246947A4E79	1	9.43%
826D359958466986715B968	1	17.61%
174936033656245940B2754	3	21.64%
3.81736E+22	1	14.27%
473E3598914321667B9F717	1	15.02%
4F533602845587166B83B82	1	19.66%
A1803599551739661044D2D	1	16.32%
C3B83600758501044BE97F8	1	12.12%
2FFC3602289506275C18983	7	18.22%
CD20360185349237387EDDA	1	15.04%
347C3599125466064E4C772	1	9.43%
347F35999081304542C2948	1	22.55%
708F359961200794122C677	1	22.77%
3.88E+276	1	9.03%
4F6836014777481344681FD	1	16.33%
5A953598384466472D9A3DB	1	18.91%
6C823600301244450E432A5	1	32.45%
30713604664964641B96D8E	1	17.14%
C03136018207565265DFB07	1	16.73%
C041359963292542124B509	19	18.28%
349536011383385623A739F	1	13.64%
B8873602010570535CF1E3F	1	18.58%
B8AA3602722511100027294	1	13.86%
7B883599886399304BF23D4	7	32.45%
C8643603121622322D6993B	18	19.03%
C86F3598823459605839C3E	1	31.67%
FC57360469333215786CA99	3	9.07%
FC6336047456988976C1D4C	1	16.68%
5ACF36005630978617CA93E	7	17.69%
64B43599067277632CEF65D	2	9.03%
15DA3602586016945E6C891	1	24.09%
15DD3602361940458DD66C1	1	11.60%
15DF35999752998923D3250	1	24.86%
57F83603810371438F952D8	1	20.56%
3466360505576380155E3FA	1	14.04%
346A3600329646124D3153B	1	13.19%
C0643604101945284D0F1B4	14	17.35%
56553601307442227FE9D8C	1	27.78%
87E336017045907523B2E85	2	7.65%
87EE36032268066355BADF8	1	20.07%
91F0359845027508079DCFA	1	19.63%
34203601863286778FF902B	1	21.50%
F5263602477112947E9789D	2	9.39%
166036013152599051E7967	20	8.50%
926E35989354621154D1629	1	19.14%
4758359850768086514B6D7	1	19.54%
646B36005403092312C363F	1	24.56%
30593601228822882493F88	1	9.03%
B75A3599867173474376719	1	13.80%
87F536011902118101E6B9F	2	16.30%
80563603672479217E5577F	1	22.17%
158A360313610658808C140	7	34.63%
AEA53600317630936A1B966	1	13.19%
C9A33599646947416FE4A05	1	15.22%
C9B635997449628046F4553	1	26.15%
4773360066208828495E1E8	1	20.93%
60FA36013336888304F8A3C	1	13.19%
61163604284112345D794AF	1	15.85%
7E663600977892540894E59	2	14.15%
17C435985958798709B474E	1	24.56%
17DD3599113763868E7DB93	2	15.22%
8CC3359927194204133941E	1	15.84%
E8C43601623535491603EB0	1	16.32%
E8DF3601445555911576CB6	1	27.82%
5B2B3599327020470AA4461	1	8.50%
64E83602583865151608337	19	18.67%
71163601424823694DE6AAF	1	32.45%
7.12836E+22	1	18.52%
C4E33602259881796DD8A64	1	27.82%
327F36008173826581F8BDB	1	25.56%
E72F3602719845742629B16	1	17.65%
BF7A3603641549320C9F812	1	11.55%
64FA360268720661909B2CB	1	21.18%
1504360005652359987D9E4	1	14.71%
68923601881279861168AAC	1	22.77%
6B43360008564790705BEAD	1	21.65%
7EC0359807531107073C3D8	1	14.21%
8D8B3600747870998874A7F	2	21.65%
329D3600371261644BE25F7	1	21.17%
F6D835979010446459811C1	1	14.21%
F70E3602450159522064CB2	1	14.04%
F71B36032700014004C279A	1	6.73%
D03E35988716346519DD76A	1	7.96%
153936008416542708BAFF1	1	19.50%
650236037862201180B934B	15	12.02%
68B83600950338992EBF54B	2	14.21%
6A8C35989147098577796A4	1	17.15%
7C073603853341690F6EA85	1	16.18%
AA40360316210206892DD48	1	14.45%
331C3600668711352BE0B91	1	17.15%
33263600635385581A4C5A6	1	29.57%
D06C3600082653611A7C1DE	1	23.13%
19843599570419532A94401	1	13.19%
C45A36039109737755D6086	1	19.54%
71B43599543963240C49066	7	27.78%
69CE3599408093035238B78	1	11.56%
780E360148106080609A0B5	1	9.03%
D4293602060815307FAE6FF	3	21.86%
180135991226494074BDD0F	1	18.99%
AFDE36006542144706A9E53	1	20.04%
9B803598681855204B3005E	1	20.22%
BC7B3602248094290D0DCC7	1	14.24%
47B336046513289702CFD84	1	15.82%
47D535986480295171D39C0	1	23.44%
47F53598852323343E7C9E1	14	15.22%
5B36360435480402213F86E	1	20.99%
318F3603450597125A5ED20	2	18.07%
D49C360287419900654BC84	1	24.60%
181336002157313799204F7	1	20.52%
182336027903137786B843F	7	23.50%
8317360057796933515CCDA	1	24.86%
AE583601570919118F2F0BF	1	24.09%
BCC736008763734270A5D55	1	15.22%
68C33599031160173FDFC26	1	13.19%
183E3598464982701BDD10C	1	17.61%
D4C43602465886060D4B7D7	1	21.17%
D4D03599997055595E10E0B	1	16.66%
6D273602944773559CAE30A	7	20.83%
FD1F3604135309651265ED7	1	15.85%
CCB936020717422981D8B68	7	19.50%
BF7C3602136679817CB2237	1	23.48%
BF9135998250069389D7EE3	1	18.91%
2E5136043129290258457B3	1	16.18%
16C23599027850762C25325	1	15.22%
323D3600534217881D14680	1	19.50%
BA223599719306334E1DFC0	1	32.45%
6088360067644046660D652	1	27.78%
17233598716993586616A43	1	34.59%
587A360313202632127EC5E	1	15.82%
FD313600612036283BD7ACB	1	14.21%
F60035996020797783C6DB2	1	24.56%
F6023602145917454DC9AAA	20	16.33%
5B61360223507510562578A	15	9.43%
838F3600434150025EEB132	1	12.69%
BA3835996557486781C8C8B	3	17.69%
C7AB3601706852499DC1B16	12	23.44%
481A36030289498279988D5	1	13.86%
E83F35992004360277C222D	1	11.56%
E85135984391188341B8432	1	15.22%
6D393599685322437FFD84B	1	15.43%
31CB3603210200310D3411F	20	15.85%
83AA3599028800606B09A9B	1	13.80%
83B13604676729071F7DDE0	1	14.53%
83DC360029120689328BBCB	1	12.08%
7AA336032396446169BF7CD	7	17.80%
738236023744784603B5528	2	9.07%
BAC13601225098456BE6528	1	14.68%
509136031854252441A9B08	1	16.18%
50C736017842097829D7D2E	1	13.19%
F7CC359803095948987D76A	1	7.92%
33963600316843855B29FAA	7	23.85%
17CC3599863123481355A14	15	29.57%
58E33602459614929C3217E	1	21.99%
58E83602149725724BF0DF2	1	21.83%
2D5A3602219848124DF805E	3	33.25%
2D73359911256083116E068	1	20.35%
5E39359960235670091E813	1	15.84%
7ADC360210433616444E918	1	20.37%
C9953599541639083EC2DBB	1	9.43%
C99D359987680093798E44E	3	24.86%
BAF03600118306740D92CD7	1	9.03%
BB053599842131224F21825	1	22.14%
BB0736014620505426407F9	1	30.13%
5ADE3599905783780F18A41	7	12.69%
658336033681384773B8A2D	1	19.03%
659B36030640144381B7601	1	13.84%
18063598884687034C68170	1	13.80%
17D83602375267501CC5FE3	1	11.56%
484336018477924740038FD	1	13.19%
5E6D36003511170386DD752	1	18.63%
C3FB35979415032362189A9	1	24.86%
17EE3601366584248528B4C	1	13.84%
17F4360318633666112651E	1	16.48%
C19F3601758767392223569	1	9.47%
180F3600710440359D01DE3	1	12.69%
5E8B360183524216302A30A	3	33.20%
5E8F3599643384288AE0627	1	32.45%
A2DE360103336908627DD6A	6	14.24%
ABEE3600311486368EE8C81	1	26.49%
D18335984612879263215BA	1	15.02%
6.56536E+22	3	20.93%
65A43599141819502F02D3F	1	19.22%
2E283602611876890910E96	15	20.05%
666A3600333377665C1E7FB	1	13.80%
669A36025994778019CEC95	1	18.63%
6F023601759132085B0E33D	20	20.07%
C2253601924150768E9FC4D	1	13.80%
53BF36044281720046E70AA	1	13.12%
349635985531127411FD164	1	19.22%
3A97360013839364264FE22	1	16.32%
6F4F3601644360494DE89B8	1	14.21%
852F36030574106162A96D9	1	17.14%
EA38360038596696239D8E0	7	25.28%
177E3600398975364461D36	1	18.20%
36543601472213954EE7EC5	1	12.11%
306E3599978958357584F94	1	20.04%
69D136013847752898F7CFD	1	20.93%
80E73601173262653DAACF9	1	9.43%
762C3602012778357A2C2A9	13	28.64%
C25F360164188132726FC08	18	6.73%
72B636012606552839B7522	7	14.66%
65D43598647806251CAD688	7	16.97%
811A360394450799448B7B3	1	20.56%
3B273603509862667ACBD9E	1	18.52%
181835991535196850011DD	1	21.83%
766436016791126934C4815	1	9.07%
76823599694353941CFB839	3	19.86%
C2573599534609417F9571E	1	14.71%
C2C335981719902642030E5	1	9.03%
F6B63602154752988F606D7	1	25.56%
81323600964776291265BC2	1	17.61%
3B763599464014184345F2E	3	18.28%
3B8D3602977378700FF5C3A	1	24.01%
5D7B36008553618025ED1D4	1	15.84%
D1E03603106629791E8F273	1	14.27%
76AD35997570308060B7BD7	1	29.57%
C27A36001480226314A30DB	1	18.20%
E94B359956708468169802A	1	13.23%
30CB3602506300377BECC6C	1	9.47%
1A0A35990839081491C396D	1	23.44%
48AE3603366243165350152	1	12.02%
81793598834477074C63FA3	1	14.71%
818D36034274289635A288F	1	21.99%
3BF9360410216852010C707	1	17.14%
98883602425800502C56149	1	21.99%
E9573603055188493083B68	1	13.84%
F8DD3600896852791425D72	1	18.28%
19553599500227331F0BE2F	7	24.56%
C34536028130798787347F9	1	20.07%
C36436024016262034D5DBE	3	26.19%
31263598878965542B4A430	1	16.32%
81A8360368883190295E444	1	17.20%
81E73603231845443EB326B	2	8.53%
C6D33600316130793D751D4	1	14.21%
8E0D35979049549973E8018	14	13.19%
8E2936033416043562EA666	1	7.96%
8E373598727785072FAE966	7	23.85%
72993599519217532D52C2F	1	15.22%
19103601959395120221FBC	13	32.49%
98A73603490155115FB1537	1	20.37%
7C34360214748046419B5A0	1	14.17%
953A3605065628078FF8251	1	14.94%
F8E43601791964747C9E3A0	1	21.83%
B16B36002917519592B0A7F	1	21.35%
491E3598650505513F00D33	14	13.80%
8207360269178520144300F	1	13.66%
3C5135984345360445AC944	15	16.97%
3C6B3599674504203F2EE37	1	18.28%
C1423603246124177AC750A	1	14.75%
C6EE3600638996536305C03	1	17.97%
C9FB3602814223979B5E118	1	13.84%
F9EB36029108615688D8C9D	1	12.63%
9B93360356987885011FA58	1	16.48%
37003602607630220377D9B	2	22.97%
346535993468787111BE878	1	17.15%
3C9F36033008938331AE66C	1	29.66%
3CC43599517706953D6FD1E	7	23.98%
C71436023104820671780C2	14	12.12%
C71436040541916461B2B05	1	18.94%
C14E35995410971396D20EA	1	32.45%
754D3601123349809270011	1	16.66%
99213599689852350E35C45	7	14.15%
9C0936025265186444F7971	1	20.87%
9C103601454444408A62314	7	27.82%
347A36021155137416EA3C4	1	17.71%
34A03600335253763F039B5	1	20.04%
6E48360535387227351E512	6	18.16%
6E5D36026880267491EFBA9	1	15.87%
D23235994681608673C0675	1	18.20%
5553360459397648883D87F	1	15.82%
BC1E36025739140627DBBDF	1	20.83%
BC3B35993520798789975AA	3	17.61%
D59136048712965608E8F2E	1	9.07%
D2883598445176894F6E9F8	1	9.03%
7.23601E+20	1	12.69%
B9B63600143476709B752DD	1	22.11%
B9F336005047831516D66C4	7	20.93%
5C363598923733960C18E66	1	19.22%
8298360173230989697B5F3	1	20.26%
82A5360306390702818FAE6	7	8.53%
C0A136018587222770C3762	1	21.69%
C0AA3602621944256F15671	1	12.12%
D234359819384144031F4C3	1	21.65%
00573600389929384C1EE98	1	20.35%
99583599861810259FAC621	18	21.17%
996F360343417989093E578	1	20.05%
D59A3601110853377467741	1	22.11%
79D836007255122650C9519	1	16.32%
D2A53601093111475927586	13	16.36%
EB41360369118777015D860	1	12.63%
EB613603160594759E61348	1	21.65%
352136026884153003CE74E	2	9.07%
35343601268152713197A73	1	15.02%
BA183601013882727F2AF0E	1	22.11%
6.60336E+22	1	21.34%
82C83599687611936844B0D	1	14.71%
C0CB36048657611344138C7	1	24.37%
DEE6360064180155126786C	1	12.69%
DF093599123970336E26E0E	1	15.22%
79EE36006088272337B00A9	2	12.69%
A39F3602472516734EEE4BF	1	18.43%
A3A23602878951421102061	1	19.14%
BA7E35999384691300B3F43	1	23.98%
C10F360085788854015ACFE	7	22.11%
D9F7360082652259024C99D	14	22.77%
BA9436016473084172C2F5A	1	16.73%
BAC13603024140328F07423	1	16.68%
5E1B3603859059969FF790F	1	7.96%
00C73600857865051D26DB0	1	21.17%
C5DF3599854260697E2C2E4	1	9.43%
35C7360409074173152DF3E	1	16.68%
E4CD36017508303636E3ADB	3	21.34%
7BB436030544404097D212A	1	31.98%
DA673598252937441FE62BA	1	19.50%
B1C73603395706599DED347	1	18.22%
C87F3602281877990305960	1	17.65%
C88135999604244961B2324	1	21.17%
C8A136032571222478087B5	18	15.45%
C8B536042056340949F6BF7	7	15.26%
398436012246337542C9E46	1	20.52%
5E3C360267836997313657C	1	32.49%
73CE36012759505456CA325	1	14.85%
54B13600143971062466FF4	1	12.69%
C5F036005245278506F1CEF	7	20.04%
AFA53600401598858CBF99C	1	19.50%
318D35993640823757536A2	1	18.99%
005836011642596130BADCB	1	21.34%
3167359969499499011454B	1	12.69%
316836034636529960C78EB	1	14.75%
318036005929570591099F8	1	19.63%
D27D3603538809409D983AC	20	31.98%
D2803599886825356A250FE	1	11.56%
D7523600439947957D1DC6C	1	18.63%
FE67360354176786778C7DA	1	20.07%
FE6B3601326244960BD9A74	3	19.86%
FE7436021001476584CACCD	1	22.81%
C92F3603931364232742D84	1	22.97%
AFE83604562903708A3E487	3	14.85%
8.44E+23	1	12.69%
00373604460533889EF1A76	1	19.03%
319C35992501568991C0D05	1	17.61%
31B13603429430562BD6042	1	27.34%
849B3601587633130441A68	1	16.26%
C66E3601721853802871155	1	18.67%
C6773599201876958A7E199	1	11.56%
D295360109917298998E294	7	12.08%
841E359817843704036A4CF	2	30.85%
DAAC3604921424411A00A9F	7	14.94%
DF1A36001563239613E9762	1	18.99%
C9883603651173910B35FC9	1	22.78%
C99B36036293627372F4C36	1	28.12%
B0263601192655667E067B4	1	19.54%
004C3598580319626C9AF00	3	13.80%
0054360154633585994DAF1	13	24.01%
4A353600184222640A4B5DF	1	23.27%
31C836026119987290752BD	18	14.45%
31D93600717271726486820	1	12.11%
DF3C360056495158285E732	1	32.45%
DF6A36028138261227E42ED	1	13.25%
A4F83604696875779DBF8AD	1	19.14%
A4FE3602359099531936AA3	1	19.03%
00423598025939498B5329B	1	17.69%
00473598713699302779CD2	1	16.66%
C9AF35989659458914C1EAB	1	20.93%
B0403603174840782DD2C17	1	13.12%
B08635987896493259730E0	19	18.28%
B09735996359303543AA5FE	1	17.15%
4A3B3601962610225FA1C02	7	14.15%
35933600767316906A3230C	1	22.14%
851F360049580598074932E	1	11.56%
C6D53602598468623093433	1	12.73%
A2193601219732888A69501	1	24.56%
00613601944725716F3CF23	1	7.62%
B37C360122405652014D927	7	16.32%
C9DD360193338921745240E	1	14.21%
965A36000861344879EA56C	1	14.21%
B0A635999745308168C752C	14	25.28%
5E7D3599958540761A76DFD	1	15.22%
5B013601008815641FDC553	1	21.17%
30EB3600572654490128E29	1	32.45%
C6EA3600357821771039559	20	20.81%
0098360461900952056DB93	1	29.66%
AD7D36032078364679278A4	1	14.85%
E6453603272107287C41409	1	13.46%
E6553600736015131A12E37	1	14.71%
FB0F35998680945187D908E	1	13.19%
FB1B36022600162800DDF91	7	7.96%
FB1B3604935461268C120C0	1	12.63%
FB313601717254032F3B44F	1	25.56%
FB4936001348896205C0662	1	16.73%
B0E036025161351078B46E4	1	13.23%
BFCB3598175643273EFB02C	1	12.69%
BFCC35993512384680F8BEE	1	16.66%
967A3599150670897D61166	1	13.19%
31E236020078122760A8E6D	1	22.17%
00A3360212589026359A38D	1	14.71%
C2013601011301661431A1E	1	20.81%
FE35360131001726848456D	1	20.81%
BDA736016112736106170FD	1	13.19%
AF1C3600190616854BF3CF5	1	15.43%
AF3435998155280590EEB09	1	14.21%
5D1136008605497944DC4E3	7	12.08%
2F2335990349801067E7125	1	17.15%
37813604038176243EAAAB9	1	32.73%
D2D735998412692574F0B25	1	12.08%
D2F5360235776676951EBE0	1	12.12%
9D223599367945082FC93AD	1	22.14%
C722360201840018445A90A	1	14.24%
C72836021287632822716D6	1	17.35%
B9F83603959984733D7C445	1	19.54%
BDD5359874412052364870D	1	17.97%
AF5636014919976697C54E0	1	18.94%
AF593600780907122ADD3FA	1	18.56%
6C103600783808038A0038A	1	15.43%
6C14359948410809951FA7E	1	14.15%
2F71360116642377744911E	1	19.86%
01FB36037993527723FFA57	7	11.55%
02113602321060398B059BF	13	8.53%
025F3602616278388E145F6	3	20.83%
7C7A3604699850432B44D11	1	22.30%
30E93602658338752CBE64B	1	20.83%
B09236015524819201CFD0C	1	13.80%
C780360431753449244A130	1	8.53%
C7823599367352741F98D97	1	12.11%
BE48360256817408126FF53	1	13.84%
6C1735999085583906AA72F	1	21.65%
6C2135997997386446D4328	1	18.91%
7CB5359919936320714DC42	1	16.32%
D84735995455153214C26BC	1	18.63%
C7AE3602845493505016C81	15	29.46%
672A35987776671530BD602	1	13.80%
2FD036017011765777174F5	1	14.66%
2FEB3599769155562D398CA	1	28.85%
01B336025727671923CCAB6	1	27.82%
3.18636E+22	1	7.92%
D8F93600084657311EB5948	7	30.39%
D8FF3601361211623A17755	3	16.32%
F84D3602198775669E52106	1	16.68%
C7E435995596780096E4A50	7	12.61%
CA113599659139476503A1E	1	14.66%
CA113603538456543B0D5C2	1	17.19%
ABE43599542350850A56109	14	9.03%
B01E36000692639564F8B61	1	23.44%
2FFB36040745080535D91D9	1	22.78%
01D135999591102298D7928	1	23.48%
01DB36003018235489CB111	1	22.11%
2FF13598089574935BDB5E8	1	27.31%
EA9136023067544072894C3	1	21.38%
EAA53603096654349A5D22D	1	20.56%
B11836030296513469A0B98	7	20.32%
D7B53601896238808A1578A	1	12.12%
AC093600689213951D925A9	1	32.45%
4A87360013176801912490C	1	16.73%
01A23602286081886869523	1	9.03%
B04836025558373385FD28E	2	27.34%
B04C3600003459098871082	14	11.55%
885C36023315230433CE2B3	20	9.43%
2FF63603027386062F6DAF2	6	32.49%
ADB93599601461759653D8D	14	25.32%
ADC03600799045693E7ED8B	13	22.77%
D43F35996898569715A4E1A	1	34.59%
B87B3600261918496DA84AA	1	14.21%
D7D93603717094624B33929	6	26.38%
D7DA3603545715197BA595C	7	18.07%
D7EC360351603501609FA6F	1	8.53%
018A360063948152589C8BE	3	28.88%
5DB135984067547250518EF	1	14.15%
B6443599454359242C5F572	3	17.97%
368C3600799306396F25A08	1	9.43%
300B359862946122044F790	1	14.21%
D925359945098264306FD95	1	12.08%
FA3B35980983414152233DB	1	15.84%
FA40360221046046178278A	1	15.84%
01C0360007553356913579F	1	13.80%
B8853603716953478B38A6B	1	14.85%
B1363598812689396E34569	1	16.30%
B149360209452345433BBF4	1	17.61%
FC7636033769666771439AE	7	19.54%
8BAE3603074037406605113	1	22.81%
767736018935020645DF9BC	1	28.85%
97FA3598650132445E286BC	1	16.30%
302D3604916165190A31F02	3	14.27%
CAC13604249345830431D55	3	9.47%
FDCB3600801293618ED97C8	1	22.77%
