ListingKey	APR	Category	Year
1C7E35019842546385965E0	33.10%	2	2010
1C7E35936833501409B0D6C	17.69%	1	2013
1C7F3407305920614153F5A	17.47%	1	2007
1C7F3524191642545B6E4BD	12.40%	7	2011
1C7F3552592104829BEE120	24.76%	1	2012
1C7F3602959901449BCE820	14.75%	3	2014
1C803487559411115AF1647	29.59%	7	2010
1C803499023600577A74276	34.11%	3	2010
1C8035024474681230B1628	15.55%	1	2010
1C813536873501370DE2AC2	35.29%	1	2012
1C8234206900806484F92B1	7.18%	5	2008
1C8235996820621187794F1	9.43%	1	2014
1C823600863028732E20E3A	17.61%	1	2014
1C8335185788236281C6609	35.64%	2	2011
1C833560352592746C0AF47	25.13%	2	2012
1C833589825398950E37F48	18.97%	11	2013
1C8535908239635652C0C3A	33.22%	1	2013
1C853592605698567101A1A	17.60%	2	2013
1C863535097921655EA3F71	34.58%	3	2011
1C86354945952890129556D	31.38%	2	2012
1C87358854973632713638C	29.62%	1	2013
1C87359912347434512022D	21.17%	1	2014
1C883557405141455DB6627	21.95%	1	2012
1C8935418500641531BA962	35.80%	7	2012
1C89354828040065388A4D9	26.68%	3	2012
1C893551985045318CFEDB5	35.80%	2	2012
1C8A3597440840743D3157D	32.45%	13	2013
1C8B3506217616242FD967A	35.64%	1	2011
1C8B357359890930025491C	13.70%	1	2013
1C8D342891673922200CF91	16.72%	1	2008
1C8D3515999290319B14408	22.36%	1	2011
1C8D35435900697405B5C76	12.78%	19	2012
1C8D35443710872808EA5FE	12.78%	16	2012
1C8E350826284249821409C	35.64%	3	2011
1C8E3550006248836110A02	35.80%	19	2012
1C8E358903260061486B278	26.13%	1	2013
1C8F3556145726060FA6DBC	35.80%	1	2012
1C90351889153055675000D	25.49%	1	2011
1C9035639409861332BDF98	12.99%	1	2012
1C9035997969561566E9A74	17.33%	1	2014
1C903604398984583178E98	18.43%	14	2014
1C9135063392435520A82CE	16.65%	1	2011
1C913600312965568688ADB	18.99%	15	2014
1C923576254011965B7719F	31.85%	1	2013
1C923585788655412CA45E5	15.63%	1	2013
1C93356288006258686E140	25.86%	7	2012
1C93358915482050341998B	35.36%	1	2013
1C94359863302496245FB35	12.69%	1	2014
1C953523177970579A78F80	22.36%	1	2011
1C96359011466352950F8C8	24.21%	1	2013
1C9735923353768217DC24D	21.58%	1	2013
1C983422315365535826CC5	16.59%	1	2008
1C983540279522579A7B148	35.80%	7	2012
1C9835950601278760DDF83	22.14%	1	2013
1C9A34101846537875B3776	12.70%	1	2007
1C9A3557379796946A7075C	35.80%	1	2012
1C9B359015598283262EDDB	18.48%	2	2013
1C9B3601519696471F8CD54	9.07%	14	2014
1C9D34957670560677D611E	15.50%	7	2010
1C9D3598390462626E2A23B	26.86%	1	2014
1C9D3598390462626E2A23B	26.86%	1	2014
1C9E3529220014895D27194	29.51%	3	2011
1C9F3540859405193061243	11.77%	3	2012
1C9F3595528915090AC0090	21.17%	1	2013
1CA03562154195303F3034D	25.78%	3	2012
1CA135546202200097A3E26	35.80%	1	2012
1CA23411239950371009F31	20.16%	4	2008
1CA23505208329068905EA8	16.65%	2	2011
1CA235884204105432D504C	26.88%	1	2013
1CA23588817511243E6A89C	23.90%	1	2013
1CA23593946744187832DC3	20.27%	1	2013
1CA23595543505714714401	23.54%	7	2013
1CA43513644601017F80AAF	32.58%	3	2011
1CA435822811612082BA4A0	22.71%	1	2013
1CA435923451691391D44E0	9.53%	15	2013
1CA53484075769284A1103F	28.49%	1	2010
1CA53597949924424A0EE5A	22.77%	1	2014
1CA634172056394651766D1	15.61%	3	2008
1CA6342240218663314235F	25.27%	1	2008
1CA635744794079807F72DE	17.19%	1	2013
1CA63576542286227EF6586	17.19%	1	2013
1CA7358925636946096D80D	31.62%	13	2013
1CA7359561488366622A022	17.69%	1	2013
1CA8346938850351883E634	15.12%	7	2009
1CA8355906949059308FC92	35.80%	17	2012
1CA83560416472500D4CB4F	23.66%	3	2012
1CA835819500288752DE92D	20.05%	1	2013
1CA93418281178079B0E657	14.71%	2	2008
1CA934278468298748508E1	26.25%	7	2008
1CA9358662572370913C8EA	14.45%	1	2013
1CAA3592342753137977F46	21.12%	1	2013
1CAA359335617040470010E	30.90%	1	2013
1CAA36017847225905D6EF1	15.22%	1	2014
1CAC3422495539198607C2C	18.58%	4	2008
1CAC34820887102475D9F99	37.73%	1	2010
1CAC352308352652185D412	35.64%	1	2011
1CAD35851414537938F7833	21.43%	1	2013
1CAE35809628936118347F0	18.21%	1	2013
1CAF3409271107431949A5A	25.02%	1	2007
1CAF34859738538453CE02C	11.30%	7	2010
1CB13575041225630065B2B	19.65%	1	2013
1CB13601952390901F76B99	17.15%	1	2014
1CB23461041297032BDB86A	12.06%	1	2009
1CB23559210955213F35AC2	27.55%	1	2012
1CB235784286891729D410C	35.36%	7	2013
1CB33476088592888E51837	11.30%	2	2010
1CB33589821999546D8043F	21.12%	1	2013
1CB43581656612004C7F941	26.88%	7	2013
1CB53412912109604F7A4EC	27.21%	4	2008
1CB534177219897722C37CF	32.38%	1	2008
1CB53597578744005C90A9A	26.49%	1	2013
1CB53602121173645F8097F	32.49%	1	2014
1CB635851341393735AEC91	19.36%	1	2013
1CB63585425874656FB3F60	9.84%	1	2013
1CB635883891319671EB4D8	13.30%	1	2013
1CB73542514382724A7EB18	13.70%	3	2012
1CB735513102816095AFA03	8.83%	16	2012
1CB83407385789751C17CBD	20.63%	3	2007
1CB835776075742160567B3	21.57%	7	2013
1CB836034808995134700F3	14.94%	3	2014
1CB934190927405139A184E	36.18%	7	2008
1CB93538864149669A9C801	35.80%	2	2012
1CBA342133847318341A428	17.02%	4	2008
1CBA35387161295950C807D	24.25%	3	2012
1CBB342045259329360B55E	6.58%	1	2008
1CBB3598911340143D5A774	17.15%	1	2014
1CBC3546968000971B57BEC	35.84%	6	2012
1CBE35689173144846A1E93	27.64%	1	2013
1CBE35993977364090729EB	15.22%	1	2014
1CBF3487483865184442381	21.07%	1	2010
1CBF35033075674591221D5	15.55%	3	2011
1CC03462779266660BE4654	12.41%	7	2009
1CC03597806342026EC1685	12.69%	1	2013
1CC13432510473255FA6ECF	17.02%	1	2008
1CC13509473523061FD69F8	35.64%	6	2011
1CC13590703547896095790	8.50%	7	2013
1CC23432170772607491DA2	37.45%	1	2008
1CC23551004923118B72A25	24.76%	20	2012
1CC33575226966166C1F3A0	22.35%	1	2013
1CC43602001408793A61D03	20.04%	3	2014
1CC53531649845979C2266B	23.48%	1	2011
1CC53571854168340807B3E	8.33%	3	2013
1CC53581543569233CD0CCA	17.19%	1	2013
1CC535915394660669941D0	18.97%	7	2013
1CC63466158123816C8EE13	21.48%	7	2009
1CC6349938877615922EA10	12.66%	1	2010
1CC6359697428499529D339	21.65%	1	2013
1CC735452154527884E24F2	31.38%	1	2012
1CC93414531165496DF249E	16.58%	1	2008
1CCA35090877425468C9C1C	35.64%	1	2011
1CCA3560015096305F8CF9A	14.86%	1	2012
1CCB3547471231887FEB88D	35.80%	7	2012
1CCB3556421528345E691DC	34.61%	2	2012
1CCC356414620272437A695	27.29%	1	2012
1CCC35927792417784B9269	33.22%	1	2013
1CCC3596339624069064778	20.22%	1	2013
1CCD35588640331891629AD	28.34%	13	2012
1CCE3514222402677A3A6C2	20.32%	1	2011
1CCE3548113075098A660B7	26.68%	15	2012
1CCF35588861910409EEB75	26.53%	2	2012
1CD1346787917127643A590	28.57%	2	2009
1CD13597475539415E9A285	11.56%	1	2013
1CD23524903089431EA6912	32.96%	1	2011
1CD2357985207780934B155	15.63%	1	2013
1CD235820646071641AF3F0	29.54%	1	2013
1CD335837982170299DD72F	28.39%	13	2013
1CD4352337790610950B75A	9.33%	2	2011
1CD435474982142454B71A5	26.68%	1	2012
1CD435552770164620CD693	24.68%	1	2012
1CD534195844438535FAFFB	19.97%	1	2008
1CD535865575837418D344F	21.03%	1	2013
1CD536027861134938FD469	31.98%	18	2014
1CD73512371712267752A8F	29.51%	6	2011
1CD93506525579461AA3465	30.53%	1	2011
1CD93528481474283891499	13.22%	2	2011
1CDA35802686829618C6DE5	21.57%	1	2013
1CDA3595439511404C710B2	32.45%	1	2013
1CDB35028708887973CF5EB	31.31%	6	2010
1CDB3602915320606BF7087	14.53%	1	2014
1CDC349208858076847DFEF	17.32%	2	2010
1CDD34104602666247082AC	9.59%	2	2008
1CDD3587497286249F233D3	20.08%	1	2013
1CDD3597603526665E04042	18.56%	1	2013
1CDE35940824301338A9B49	15.83%	1	2013
1CDE3595908807905C7B15E	20.93%	1	2013
1CE03594678886814D98C94	19.99%	1	2013
1CE03598356490384B632E8	16.97%	1	2014
1CE135329359364356A6B90	13.55%	1	2011
1CE23550282281824BAD662	28.70%	1	2012
1CE2360226393913774A1CE	28.85%	1	2014
1CE335238608882919D6156	32.96%	1	2011
1CE434278838041502F9D64	13.40%	3	2008
1CE4351888015855073930B	18.17%	6	2011
1CE435355018033209FCD02	21.99%	1	2012
1CE435862823340813F973D	26.53%	1	2013
1CE53419989166170F7AB46	15.50%	5	2008
1CE535775673349273BF913	22.71%	1	2013
1CE535902719308050D2580	22.11%	1	2013
1CE535902719308050D2580	22.11%	1	2013
1CE63595272158555DE2AA6	14.41%	1	2013
1CE734176465010186A165A	17.68%	1	2008
1CE73466623038963C3D52D	31.03%	1	2009
1CE73553187750982FA9EFE	19.92%	16	2012
1CE835510107422953DAFB4	28.70%	1	2012
1CED3410061402481803418	28.45%	3	2008
1CEE352452644350975750C	20.86%	2	2011
1CEE3564655430638CF65B7	9.48%	1	2012
1CEF34294039913427CCFD2	19.20%	1	2008
1CF035878270417503AA031	24.25%	19	2013
1CF03588687280586A15029	28.54%	1	2013
1CF13600924992135CFA64C	25.28%	1	2014
1CF334183412285544B4E1C	7.65%	4	2008
1CF43413719372950B21ACF	31.36%	4	2008
1CF43590627610277373CFE	21.83%	1	2013
1CF43590627610277373CFE	21.83%	1	2013
1CF43590627610277373CFE	21.83%	1	2013
1CF535365367220378BDB60	29.39%	2	2012
1CF53590493231359923839	19.32%	1	2013
1CF63562243085026D5DA19	24.76%	2	2012
1CF73548329778631FCA64C	17.85%	2	2012
1CF83554222648765212CB1	17.75%	19	2012
1CF83599888734121C01BB7	18.63%	1	2014
1CF936025361496470F4B9C	6.73%	1	2014
1CFA3534101062732B5D85B	34.58%	3	2011
1CFA3573694283254C7F440	18.14%	1	2013
1CFB3414482656112C67B60	36.13%	1	2008
1CFB3587791286670907795	18.84%	1	2013
1CFB35957212952613F3B67	19.50%	1	2013
1CFC3514827243043D4FF0F	25.42%	3	2011
1CFC3551987220161DA3121	27.46%	7	2012
1CFC3604227203854BC8150	15.82%	1	2014
1CFD35898805505919E4987	15.27%	3	2013
1CFD359109954717088F64A	29.36%	3	2013
1CFE3548244367530F9A8E6	18.32%	3	2012
1CFE3564192371669D436F1	23.94%	7	2012
1CFF340768091646726ED53	10.59%	7	2007
1D0035236700412800CC403	16.06%	2	2011
1D00357419748242214E1CE	12.53%	1	2013
1D00358863472613070ABBD	12.02%	1	2013
1D023511326071744F3F273	22.87%	1	2011
1D023525038100679E8481D	24.25%	1	2011
1D0235869062614052B3245	31.03%	3	2013
1D02359069007126800A51B	29.36%	1	2013
1D02359787053162801C51D	12.69%	1	2013
1D033590384280447F5B95A	26.05%	1	2013
1D033598677283136E5207C	15.22%	14	2014
1D033603036162051E1F715	22.30%	1	2014
1D043425308790403EF7FDE	32.38%	1	2008
1D053418644108246746C2F	22.74%	1	2008
1D0534850590158111A8E1C	19.79%	7	2010
1D053586627635370AFA1E4	14.86%	1	2013
1D063559522921649C16C29	9.74%	1	2012
1D0635742993851404492EB	22.35%	1	2013
1D073479297506775D392D0	20.21%	1	2010
1D0835897522836009954E5	18.56%	1	2013
1D09341708875034581EA08	14.37%	4	2008
1D0934848780893665F6DA5	11.30%	1	2010
1D09352507009519965B1B1	30.53%	1	2011
1D093566430342672E9FF36	26.13%	1	2012
1D09358508262854617A85E	25.37%	18	2013
1D09360069946898760E51B	25.56%	1	2014
1D0A35641584714927DF2B7	21.82%	1	2012
1D0C3542390008327ECF5EC	24.25%	1	2012
1D0C3561664125463AB3C60	13.25%	1	2012
1D0C360202163789282175D	19.50%	1	2014
1D0D3591353889496D0C2F8	35.36%	7	2013
1D0E35565590621013949BE	33.05%	3	2012
1D0E3594043700444A30D08	21.29%	1	2013
1D0F3600908712373056BCB	18.28%	7	2014
1D1035932805676262F5ED5	33.22%	7	2013
1D103600027260428535335	14.71%	1	2014
1D113429477140903FC045E	9.88%	6	2008
1D12350839512566268D3B0	13.97%	2	2011
1D13357396292805171843F	21.03%	1	2013
1D133600309498566A4DF9A	33.20%	7	2014
1D14341693023041653F93D	15.43%	4	2008
1D153537398217624B98913	24.25%	1	2012
1D153552125892693496937	35.80%	10	2012
1D153555988673827B17546	35.80%	1	2012
1D163589217427039CB4611	18.48%	1	2013
1D1735986869282376F14F0	18.99%	1	2013
1D183533174027299397D30	23.48%	1	2011
1D18356996221164286D770	13.70%	1	2013
1D1835854987191522AE7DF	29.54%	1	2013
1D1A3555316624583034912	27.29%	15	2012
1D1A35966261869023F3302	23.44%	3	2013
1D1C3602136300192E297C8	14.15%	13	2014
1D1D3485483591781C6484A	16.63%	3	2010
1D1E36003554123255DF6E5	32.45%	3	2014
1D1F3593144587985A4A44B	13.30%	1	2013
1D203533623552225B44FF2	29.24%	1	2011
1D2234596407711264C7597	10.03%	1	2009
1D223566744087533DA5F10	25.78%	7	2013
1D22360293829048408B30A	15.85%	2	2014
1D233583309903584FFB969	15.32%	15	2013
1D2335952142570513BDDF8	34.59%	1	2013
1D233604091030113FE7004	16.48%	1	2014
1D243469101277809844044	14.42%	7	2009
1D24354244209765261FEA0	35.80%	1	2012
1D243586795219688C4C121	17.19%	1	2013
1D2535536263820105AECF4	23.72%	1	2012
1D253600843034040E82A2A	18.28%	1	2014
1D29355109221518567525A	23.32%	2	2012
1D2B3539465974844C91932	24.25%	2	2012
1D2C346172730951817ABB9	29.33%	2	2009
1D2C3601984975078EB57F1	14.21%	1	2014
1D2D34194690793735C0BC5	12.70%	4	2008
1D2D3554102633737BCEB39	35.80%	3	2012
1D2D35618695513361A7022	23.28%	1	2012
1D2D3581773368794190BC7	24.28%	1	2013
1D2F35398452272629B5C77	24.25%	1	2012
1D2F3594128686337B85DEF	21.29%	1	2013
1D3036008437040160EFAB0	28.13%	3	2014
1D3235733142415765457F8	31.29%	1	2013
1D33360326159059445895E	15.36%	3	2014
1D373490612103662A10A38	38.58%	1	2010
1D3735911358966426CB070	34.75%	1	2013
1D3A3427103327857C28646	37.45%	5	2008
1D3A3535669954902EA33DB	34.48%	15	2012
1D3C35233688050172B4139	24.25%	1	2011
1D3C3542272857672F7EBB7	22.74%	1	2012
1D3D35971663503209B8FD4	20.52%	1	2013
1D3E3568369958681A0965E	31.03%	1	2013
1D3E358933768588347AD85	17.53%	1	2013
1D403548879481315EC0EE6	27.73%	2	2012
1D413600773655173A9336B	13.80%	1	2014
1D4234153903879229A77B7	8.38%	7	2008
1D423570521100706591978	35.36%	7	2013
1D423580084080594928C95	25.72%	2	2013
1D423588986773082106907	10.04%	1	2013
1D4335532498435321DA566	15.83%	1	2012
1D44351783727104990CC56	34.62%	1	2011
1D4535873426384230ED0BC	27.29%	2	2013
1D453595059701648A8D875	21.29%	1	2013
1D46350722595340758F051	35.64%	1	2011
1D473422668242860096CB6	14.97%	2	2008
1D4836007206892551F4D30	14.15%	1	2014
1D4934850145007233C1BE0	9.64%	3	2010
1D493560465287704CEDE69	9.74%	1	2012
1D4A358248837924838B113	8.33%	1	2013
1D4B35937508983095BB088	23.90%	1	2013
1D4B36017551632685DA3BC	19.86%	1	2014
1D4C3581285006279D0FEA7	24.76%	1	2013
1D4C3590739077298948F92	25.63%	1	2013
1D4C3598874491398B94B1E	6.73%	1	2014
1D4D3564907071673EC6CAA	34.05%	1	2012
1D4D356493285669605DC9A	28.85%	1	2012
1D4D3588970585064668746	22.88%	1	2013
1D4E3420151574513A7A902	22.29%	1	2008
1D4E3429012573842A9D8C1	10.79%	1	2008
1D4E3595507837352F7E299	30.34%	1	2013
1D5034922117890681C71C3	17.32%	3	2010
1D503530093637881853244	28.41%	1	2011
1D5135064655707210B611B	28.49%	2	2011
1D5135256961392368DAB43	16.29%	1	2011
1D513583524617339F983BB	17.06%	1	2013
1D51359661580033721E64A	22.55%	1	2013
1D5136021949732737B3854	14.24%	1	2014
1D5235073773891462D256E	16.65%	1	2011
1D533603069562016E93207	9.07%	1	2014
1D55360048100111156E7C4	30.85%	1	2014
1D5735624830768097DB34D	15.75%	6	2012
1D5735737392039074483CC	23.53%	1	2013
1D57357771671041238005E	14.45%	1	2013
1D5735778271439149FE355	31.79%	1	2013
1D573595292391976DE57DB	13.30%	1	2013
1D5836033137032251BC671	21.18%	1	2014
1D5A3582497991721CF6A8C	24.25%	1	2013
1D5B3567895379511181D83	31.03%	1	2013
1D5C356578297399387AE26	27.46%	6	2012
1D5D360138075311377ECEB	23.44%	1	2014
1D5E359749541417900DC24	15.22%	1	2013
1D5E36040319807560A513F	16.18%	1	2014
1D5F3558072350505C8ABBA	30.70%	1	2012
1D603487406830863F37B5C	9.64%	2	2010
1D60359381697634230F054	17.53%	1	2013
1D603601197549485B03663	27.34%	2	2014
1D613410191707401E18413	13.63%	1	2008
1D613413780517081506012	8.05%	1	2008
1D613474429625823ECD007	29.74%	7	2010
1D61355555900312963D41E	24.30%	1	2012
1D6235664292110626E807E	15.83%	1	2012
1D643413318087875472E5D	26.91%	4	2008
1D6535317000667961C8E75	29.25%	1	2011
1D663577475279689A52F88	28.03%	2	2013
1D663589759073725AE1C74	21.29%	7	2013
1D683423095150418F55815	18.94%	4	2008
1D683495708795374F0B5F2	17.32%	1	2010
1D68352917801502069ECA2	18.75%	3	2011
1D6935480377798350E0D4E	22.74%	13	2012
1D6A3545397614090112B9F	18.32%	1	2012
1D6B3578480689448F00808	16.50%	1	2013
1D6B3582767533897ADA3EF	12.21%	1	2013
1D6B359532697086292543A	13.30%	1	2013
1D6B3595624203112EEDB1F	18.20%	1	2013
1D6C35435969333240CC433	35.80%	2	2012
1D6E3557512611748E60D1B	24.68%	9	2012
1D6E3577382546825C034A5	17.06%	13	2013
1D6E3586721155005E89C4C	18.21%	1	2013
1D6F3551816221988B4D1EC	19.92%	1	2012
1D71359861843618375F97A	17.15%	19	2014
1D7235842374726714BFB56	22.71%	1	2013
1D723590579820693BB4954	21.58%	1	2013
1D7336015635491116524DE	30.85%	1	2014
1D743433886509180D5A7E4	19.30%	1	2008
1D743580788671988445267	22.71%	1	2013
1D753424860453276D57FAF	22.19%	3	2008
1D75347028852336911A5D0	37.45%	1	2009
1D753584099676004150876	22.71%	1	2013
1D75360046570307742B137	11.56%	1	2014
1D763576274529998A1047D	13.14%	1	2013
1D79341881940842914C9B7	7.44%	7	2008
1D793501427388520A61D6A	33.10%	7	2010
1D7A347154547149084737A	15.14%	1	2009
1D7C360163852130156AC07	16.36%	1	2014
1D7D359104614600556CD61	19.68%	1	2013
1D7E35476566007597550CB	35.80%	1	2012
1D7E3553032500997C91D3D	35.80%	1	2012
1D7E358470845287030B0EF	17.06%	1	2013
1D8034955678085741BAF9C	12.87%	6	2010
1D813419354270151166A78	21.48%	7	2008
1D813422866608864590FA5	17.17%	1	2008
1D8136011472572678FB60C	16.73%	1	2014
1D8235808653138826B2FA4	27.29%	1	2013
1D8335004466791571D59B9	15.55%	3	2010
1D843549931555758F3A131	23.32%	2	2012
1D843593090478593D0F937	23.90%	1	2013
1D853548123837775989407	25.26%	1	2012
1D863408124929682804C27	13.71%	1	2007
1D863557451519158D66C75	31.01%	1	2012
1D863584052928495CFBC7D	29.54%	1	2013
1D8735469666763067D8055	26.68%	1	2012
1D893464124030311F34B05	37.45%	2	2009
1D893600026569325183671	18.63%	1	2014
1D8A34238238027386BD3AE	17.68%	1	2008
1D8A3528564381100808AEC	13.22%	2	2011
1D8A3601100171861146BFF	22.78%	1	2014
1D8B3567478866689DD3A42	19.31%	1	2013
1D8C3521893841544EB9BAD	35.64%	7	2011
1D8C354094074896270A12C	20.36%	20	2012
1D8D35043790471482B0730	13.91%	1	2011
1D8D35705711546788187FC	28.78%	7	2013
1D8E358987042472961B9B3	20.27%	1	2013
1D9035955163925233E9D1B	21.83%	1	2013
1D91345979256146590465D	28.73%	1	2009
1D9135769228612359C426E	35.36%	1	2013
1D9135979098875404E369C	18.99%	1	2013
1D9234300042162798844D7	27.81%	7	2008
1D92350491687952875EC7F	33.10%	7	2011
1D923594706212272E2FD81	23.32%	1	2013
1D953579543312718DC561E	14.86%	1	2013
1D983460153466382266BA0	12.11%	1	2009
1D983482553801694FBB66B	16.01%	1	2010
1D98349696500747319171F	15.55%	1	2010
1D9A35570413321882712D1	27.06%	6	2012
1D9A3579155592280038A07	17.06%	1	2013
1D9A3586853362729D5F7EE	32.54%	1	2013
1D9B3600457390000919B5E	13.19%	1	2014
1D9D342152097065269F100	12.56%	6	2008
1D9D3427059794457D11D34	28.36%	1	2008
1D9D350287515179012DBCE	33.10%	1	2010
1D9D3573287537541FDFDBA	19.36%	1	2013
1D9D359741972734718770D	17.61%	1	2013
1D9E3421635230639FA94D6	22.12%	1	2008
1DA035132066906423D471F	16.15%	6	2011
1DA035390247423426BA48E	35.84%	1	2012
1DA03546731771909FA58B2	35.80%	1	2012
1DA035545677402098F39F2	35.80%	1	2012
1DA13573809412869DB4975	13.23%	1	2013
1DA2360111240428000E7DC	12.08%	1	2014
1DA33597054289926825E26	15.02%	1	2013
1DA43566156943663D135A1	11.73%	1	2012
1DA43591634829993AB3C07	32.44%	1	2013
1DA4359353883306917A2B6	20.40%	1	2013
1DA535885736481260469CC	29.36%	1	2013
1DA53597810806842F50A4E	18.99%	1	2013
1DA63517157738450DD8FAC	35.64%	1	2011
1DA7355287536542108661F	35.80%	1	2012
1DA73586850613160AA41E4	26.88%	1	2013
1DA735997142601170CBD49	17.15%	20	2014
1DA73602265226056572E78	22.81%	13	2014
1DA7360228264133076AB06	31.98%	1	2014
1DA83553049390824445DB2	30.11%	2	2012
1DA83592390522690D8BB36	19.99%	1	2013
1DA936038712829877E5D25	20.97%	11	2014
1DAA3537507790622B1C3CE	6.83%	1	2012
1DAA3542745038162B5A0BB	14.77%	3	2012
1DAB3422663640670494532	25.53%	1	2008
1DAB3462065889162E3C34B	12.41%	2	2009
1DAB35270889975474B812F	22.36%	1	2011
1DAC35722758987741918CA	12.53%	7	2013
1DAC3586696437249122BAD	13.94%	1	2013
1DAD3428496319933E33FD7	37.45%	1	2008
1DAD353431389384408CCA4	35.80%	1	2011
1DAD35745774484059D8446	25.01%	1	2013
1DAD3596416851340404188	17.97%	1	2013
1DAD3600766870352806E7A	13.19%	1	2014
1DB23469826199085E90FB8	32.02%	5	2009
1DB2347308273678325D93F	9.79%	1	2009
1DB234765564275856CE6D0	11.30%	1	2010
1DB235474324070713D7CE0	22.74%	1	2012
1DB236019458359091F4F1D	13.19%	1	2014
1DB335610360542039A7E3C	23.66%	3	2012
1DB33576002581825557266	26.53%	1	2013
1DB4341756480626820509C	12.56%	1	2008
1DB434323994622047AA88B	18.40%	2	2008
1DB8342607561712560320D	13.40%	1	2008
1DB835660917890552CA8D5	25.78%	1	2012
1DB9354049962700941C18F	20.36%	2	2012
1DBA3413893481204271ADB	8.82%	1	2008
1DBA356562307664938640A	15.83%	7	2012
1DBD3593271403310989D62	18.48%	1	2013
1DBE3519289792632B692A8	34.62%	1	2011
1DBF3414750938543D38C19	30.96%	7	2008
1DBF3592611510219CBD92B	16.29%	1	2013
1DBF35982769852235F321A	14.21%	2	2013
1DC03416353591109E37172	19.19%	4	2008
1DC0359228727382510DAAE	28.90%	1	2013
1DC13557499347286865E6E	20.46%	6	2012
1DC2350597591664467AFFF	30.53%	1	2011
1DC2359837372960231F734	18.99%	1	2014
1DC23600201690400A1833D	14.17%	13	2014
1DC23600201690400A1833D	14.17%	13	2014
1DC23603443576565ECCD51	24.81%	6	2014
1DC336041906310498957FB	26.82%	1	2014
1DC435801700438094E5950	32.54%	1	2013
1DC53541803669004865644	6.83%	16	2012
1DC63596200316864B4C851	15.02%	1	2013
1DC73421907332425F68F23	16.46%	1	2008
1DC735771602497069C56B5	25.37%	3	2013
1DC8357856460989065EE71	9.96%	1	2013
1DC836017072663719CAE13	15.02%	1	2014
1DCA358938914819709B637	30.29%	3	2013
1DCE3574675604289E00E7E	14.35%	14	2013
1DCE359225055275103F6E5	9.00%	1	2013
1DD1354655016926365A933	17.85%	15	2012
1DD13585390985675350D4F	25.01%	1	2013
1DD136044170349362FDF7E	19.74%	1	2014
1DD23430411786457843527	13.40%	7	2008
1DD2349615768143891528C	31.05%	1	2010
1DD3358055963637208EA4C	33.70%	2	2013
1DD33599821795638DC8514	13.25%	11	2014
1DD33599821795638DC8514	13.25%	11	2014
1DD535382455280562537B9	35.80%	20	2012
1DD6354973101733593C28C	25.26%	1	2012
1DD73412315434442811B6A	30.35%	4	2008
1DD835492930430390AFFB9	35.80%	13	2012
1DD835931167495256B88CC	25.63%	1	2013
1DD9359153934127539D157	17.09%	1	2013
1DDB3573419101056D04169	15.63%	1	2013
1DDC3592416645056AD15A7	18.84%	7	2013
1DDD3410052316556B560F9	22.73%	3	2007
1DDE3495576379153B66D7A	40.32%	1	2010
1DDF3527429092625F60729	20.20%	1	2011
1DE13588602182858DC8CFD	21.58%	1	2013
1DE235794773256301F5E75	24.76%	1	2013
1DE235969430616621DD198	13.19%	1	2013
1DE23599420696620252107	18.28%	1	2014
1DE33529802553628E48CED	18.75%	1	2011
1DE33538092924992D3EC98	17.36%	2	2012
1DE3360334059225688FF82	16.18%	1	2014
1DE43549845846958BCFB39	33.55%	3	2012
1DE435866759588251FC8C2	13.14%	7	2013
1DE43601462036453A09EE1	17.15%	1	2014
1DE5354492174065682EB25	20.36%	1	2012
1DE53564481843580A0A553	26.53%	2	2012
1DE63594116396864FF2441	16.29%	2	2013
1DE834651201602485AD7B4	29.54%	1	2009
1DE835007312292888E5D19	17.07%	1	2010
1DE83581860299004F4E278	25.78%	1	2013
1DE935736949074919894EA	21.43%	1	2013
1DED34092643411952230DA	26.76%	2	2008
1DED3501324785132420530	38.72%	1	2010
1DED35251100715161AC486	34.11%	7	2011
1DED3573352819899641053	23.94%	13	2013
1DEE35356443622103EE5E4	12.53%	1	2012
1DEE3595609278457FD4D1C	13.80%	1	2013
1DEF3530013402583897AFF	8.88%	2	2011
1DF03418867929440F4564E	13.36%	1	2008
1DF13601345679917116EEC	18.28%	1	2014
1DF23417770895619297ED3	23.50%	4	2008
1DF234996233119058C3D3B	28.65%	7	2010
1DF33476095864827E1905E	10.44%	1	2010
1DF635911383641108755CE	33.97%	1	2013
1DF73415926428921BE3CED	37.45%	4	2008
1DF735979024255186A9C97	27.78%	1	2013
1DF8358422823523002B51F	16.50%	1	2013
1DFA3413892116146218814	14.42%	1	2008
1DFA35787689746946816AD	27.29%	7	2013
1DFA3599142829086D90F0F	18.99%	1	2014
1DFA3599502036587429D9C	20.52%	19	2014
1DFB3462895351777DA9490	37.45%	7	2009
1DFC3468466632627237408	22.33%	1	2009
1DFD3546138820561B536CB	35.80%	13	2012
1DFE342594413484656AA7B	12.20%	6	2008
1DFE342900707415430E79A	37.45%	1	2008
1DFF3564261636603BC670F	9.48%	1	2012
1DFF3582497580347B4D6A8	23.53%	1	2013
1DFF3590221000825A7AE1C	29.36%	1	2013
1E003583526401804750952	13.23%	1	2013
1E0035992286250390B21C7	17.33%	1	2013
1E013407293542166D65113	23.98%	1	2007
1E013420766055129DAF6D0	6.85%	4	2008
1E013552545694995BCD580	35.80%	1	2012
1E013580405241432D81C65	14.97%	1	2013
